set,shock_utc,t_entry,entry,R,flush_low,same_bar,min_to_flush,min_flush_to_reclaim,depth,depth_atr,body,rng,spread,vol24,hour,bos,fp05,fp10,fp15,mfe,mae,n5,n15,n30,n60
reclaim,2026-01-05T16:20:00,1767631620,93709.99,64.54000000000815,93645.45,False,20.0,2.0,14.620000000009895,0.05437384274943803,43.61000000000058,63.970000000001164,12.600000000000497,43.41000000000349,16,False,adv,adv,adv,173.17999999999302,477.8100000000122,46.439999999987776,-7.900000000008731,-109.91000000000349,84.59999999999127
reclaim,2026-01-05T17:20:00,1767634020,93353.45000000001,121.27000000001863,93232.18,False,0.0,2.0,102.54000000000815,0.5981200939953526,22.74000000000524,110.60000000000582,12.60000000000038,45.73500000000058,17,False,fav,fav,fav,1115.6399999999849,77.18000000000757,150.24999999998545,423.33999999998196,777.0499999999884,745.0199999999895
reclaim,2026-01-05T18:35:00,1767638520,93949.51000000001,51.810000000012224,93897.7,False,0.0,2.0,2.8800000000046566,0.013729649846278762,25.85000000000582,49.270000000004075,12.599999999998891,48.75,18,False,fav,fav,fav,568.5399999999936,25.060000000012224,133.79999999998836,423.35999999998603,358.4799999999959,292.36999999999534
reclaim,2026-01-05T19:35:00,1767642120,94259.8,97.29000000000815,94162.51,False,0.0,2.0,37.36000000000058,0.2335239779084492,66.22000000000116,92.83999999999651,12.599999999999454,49.88999999999942,19,False,adv,adv,adv,559.8999999999942,135.72000000000116,-49.0,1.4499999999970896,82.58999999999651,20.05999999999767
reclaim,2026-01-05T20:40:00,1767646260,94167.03,21.080000000001746,94145.95,True,5.0,1.0,7.169999999998254,0.03579898644430807,83.0,106.41000000000349,12.599999999999628,53.37999999999738,20,False,adv,adv,adv,58.36000000000058,361.61999999999534,-109.30000000000291,19.610000000000582,-67.25999999999476,10.040000000008149
reclaim,2026-01-05T22:25:00,1767652500,94267.20000000001,66.20000000001164,94201.0,False,0.0,5.0,43.220000000001164,0.3369623932861577,44.93000000000757,45.029999999998836,12.599999999999419,55.32499999999709,22,True,fav,fav,fav,99.67999999999302,389.9400000000169,63.26999999998952,-118.13000000000466,-203.3300000000163,-307.29000000000815
reclaim,2026-01-06T00:05:00,1767658320,93809.99,38.44000000000233,93771.55,False,0.0,2.0,17.419999999998254,0.15427143625263146,11.880000000004657,62.81999999999243,12.599999999999298,54.33499999999913,0,False,adv,adv,adv,170.42999999999302,262.97000000000116,-53.120000000009895,-88.77999999999884,-228.8700000000099,65.36000000000058
reclaim,2026-01-06T01:40:00,1767664920,93890.38,161.44000000000233,93728.94,False,5.0,12.0,97.25,0.7045168768402152,111.27999999999884,111.27999999999884,12.599999999999648,52.169999999998254,2,True,adv,adv,adv,-12.60000000000582,378.320000000007,-78.80000000000291,-144.47000000000116,-256.7100000000064,-272.68000000000757
reclaim,2026-01-06T07:20:00,1767684840,93320.3,58.820000000006985,93261.48,True,8.0,1.0,29.5,0.28968226134530173,9.630000000004657,53.029999999998836,12.60000000000046,49.74500000000262,7,False,fav,fav,adv,80.36999999999534,221.6200000000099,-14.070000000006985,-125.7100000000064,-26.330000000001746,-61.49000000000524
reclaim,2026-01-06T14:30:00,1767711060,94096.36,524.9499999999971,93571.41,False,12.0,4.0,403.429999999993,2.975994014310826,241.69000000000233,241.69000000000233,12.600000000000994,48.93999999999505,14,False,adv,adv,adv,192.38999999999942,780.4400000000023,-596.7599999999948,-416.93000000000757,-164.25,-627.7400000000052
reclaim,2026-01-06T15:35:00,1767714600,93546.03,230.11000000000058,93315.92,False,0.0,10.0,208.75,0.6564082061694517,32.029999999998836,70.56999999999243,12.599999999999794,48.88999999999214,15,False,fav,adv,adv,201.32000000000698,1266.0,-66.63999999999942,114.94999999999709,-192.6999999999971,-1083.7799999999988
reclaim,2026-01-06T16:40:00,1767718140,92386.87000000001,106.84000000001106,92280.03,True,3.0,1.0,49.61999999999534,0.18541561571658965,12.309999999997672,177.86999999999534,12.599999999999667,49.095000000001164,16,False,fav,fav,fav,343.31999999999243,624.9800000000105,207.50999999999476,180.3299999999872,11.669999999983702,-495.3000000000029
reclaim,2026-01-06T17:40:00,1767721860,91920.20000000001,158.31000000001222,91761.89,False,3.0,3.0,135.5,0.5895552074786843,115.04000000000815,122.11999999999534,12.599999999999902,49.39999999999418,17,False,adv,adv,adv,275.59999999999127,719.5100000000093,-232.07000000000698,-297.64000000001397,-125.89000000001397,173.6299999999901
reclaim,2026-01-06T21:20:00,1767736200,93367.66,143.47000000000116,93224.19,False,23.0,2.0,121.0,0.5879515061485007,69.60000000000582,143.58000000000175,12.599999999999682,48.41500000000087,21,False,adv,adv,adv,131.22999999999593,450.5899999999965,-116.07000000000698,-23.05999999999767,-429.18000000000757,-152.73000000001048
reclaim,2026-01-07T00:00:00,1767744420,93573.35,16.270000000004075,93557.08,True,1.0,1.0,3.9799999999959255,0.03131920634025199,53.229999999995925,59.720000000001164,12.599999999999648,50.275000000001455,0,False,adv,adv,adv,2.8299999999871943,984.820000000007,-29.04000000000815,-81.11000000000058,-344.5,-834.0200000000041
reclaim,2026-01-07T01:15:00,1767748920,92471.66,204.6999999999971,92266.96,False,0.0,2.0,130.51999999998952,0.8140274597502825,109.58999999999651,221.17999999999302,12.599999999999147,51.205000000001746,1,False,fav,adv,adv,169.66999999999825,294.74000000000524,83.27999999999884,-30.639999999999418,-145.6200000000099,85.2899999999936
reclaim,2026-01-07T03:30:00,1767756960,92801.38,51.970000000001164,92749.41,True,0.0,1.0,21.80999999999767,0.1827343726622404,15.150000000008731,82.73999999999069,12.599999999998731,52.23999999999796,3,False,adv,adv,adv,72.56999999999243,188.33000000000175,7.989999999990687,-32.470000000001164,29.220000000001164,-148.7100000000064
reclaim,2026-01-07T05:45:00,1767765180,92518.62000000001,37.860000000015134,92480.76,True,2.0,1.0,21.40000000000873,0.22355539637067326,13.549999999988358,38.36000000000058,12.600000000000728,52.934999999990396,5,False,adv,adv,adv,328.35999999998603,83.66000000000349,-25.080000000016298,-3.8700000000098953,214.93999999998778,117.2899999999936
reclaim,2026-01-07T09:05:00,1767777120,92445.46,23.230000000010477,92422.23,True,1.0,1.0,14.580000000001746,0.16818687430479598,2.1699999999982538,55.60000000000582,12.59999999999993,50.11000000000058,9,False,adv,adv,adv,11.519999999989523,928.1399999999994,-228.1200000000099,-525.2200000000012,-813.4000000000087,-705.4100000000035
reclaim,2026-01-07T14:05:00,1767795240,91654.52,142.41999999999825,91512.1,True,3.0,1.0,55.55999999999767,0.43672133356538706,34.38999999999942,128.26999999998952,12.600000000000447,53.86500000000524,14,False,adv,adv,adv,430.7299999999959,379.8600000000006,-155.99000000000524,-171.7600000000093,216.83000000000175,-36.220000000001164
reclaim,2026-01-07T16:30:00,1767804180,91291.04000000001,230.86000000001513,91060.18,False,0.0,8.0,177.1700000000128,0.8335674582104595,45.63000000000466,51.83999999999651,12.599999999999742,53.3350000000064,16,False,fav,adv,adv,340.56999999999243,351.7700000000041,68.47999999999593,-90.74000000000524,-115.24000000000524,177.0899999999965
reclaim,2026-01-07T17:50:00,1767808860,91153.92000000001,56.360000000015134,91097.56,True,5.0,1.0,24.680000000007567,0.14183267586443465,24.34000000001106,97.90000000000873,12.599999999999612,52.22499999999127,18,False,adv,adv,adv,209.95999999999185,504.5100000000093,16.239999999990687,-68.31000000001222,189.63999999998487,-329.0800000000163
reclaim,2026-01-07T18:50:00,1767812400,90818.76000000001,169.35000000000582,90649.41,False,0.0,5.0,124.34999999999127,0.7637536193734628,62.84000000001106,125.19000000000233,12.600000000000529,51.54500000000553,19,True,fav,fav,adv,365.75999999999476,237.9200000000128,169.75999999999476,-119.05000000000291,-22.310000000012224,261.75999999999476
