set,shock_utc,t_entry,entry,R,flush_low,same_bar,min_to_flush,min_flush_to_reclaim,depth,depth_atr,body,rng,spread,vol24,hour,bos,fp05,fp10,fp15,mfe,mae,n5,n15,n30,n60
reclaim,2025-01-04T15:25:00,1736004660,97643.02664359861,69.0066435986082,97574.02,True,0.0,1.0,17.379999999990105,0.21396976705318296,175.36999999999534,232.75,20.29664359861651,37.554999999993015,15,False,fav,fav,fav,181.5333564013854,151.73664359861868,-56.546643598616356,-1.1666435986116994,39.553356401389465,-1.0966435986192664
reclaim,2025-01-05T08:00:00,1736064420,98007.26090128756,104.11090128756769,97903.15,True,1.0,1.0,0.16000000000349246,0.0035398789488595176,55.75,95.99000000000524,20.160901287554356,29.04000000000815,8,False,adv,adv,adv,-9.450901287564193,287.1009012875584,-97.99090128755779,-216.6309012875572,-130.7009012875642,-232.42090128756536
reclaim,2025-01-05T10:20:00,1736073060,97595.69575916229,50.355759162295726,97545.34,False,3.0,3.0,20.470000000001164,0.23240613088963988,22.429999999993015,36.80000000000291,20.29575916230415,29.669999999998254,10,False,fav,fav,fav,192.55424083770777,23.51575916229922,44.53424083770369,34.494240837710095,80.2442408377101,77.50424083770486
reclaim,2025-01-05T14:15:00,1736087040,97344.35573333333,125.87573333333421,97218.48,True,3.0,1.0,13.85000000000582,0.14947003276167728,18.289999999993597,141.52999999999884,20.29573333333387,30.229999999995925,14,False,fav,fav,fav,680.4342666666635,32.12573333333421,98.48426666666637,194.2642666666652,457.35426666667627,477.5342666666693
reclaim,2025-01-05T17:35:00,1736102340,97851.22153225806,295.84153225805494,97555.38,False,5.0,54.0,252.19000000000233,2.5588201188578505,38.520000000004075,44.770000000004075,20.161532258065915,31.510000000009313,18,True,fav,neither,neither,278.0884677419381,40.07153225806542,-43.89153225805785,-1.3315322580601787,126.41846774193982,145.44846774193866
reclaim,2025-01-06T02:10:00,1736130960,99074.95169014084,457.07169014083047,98617.88,False,0.0,21.0,307.3799999999901,1.6091990127888214,134.6200000000099,184.44000000000233,20.161690140845423,35.320000000006985,2,True,neither,neither,neither,97.06830985916895,372.43169014083105,-138.2616901408328,-163.3516901408293,-184.12169014083338,20.72830985915789
reclaim,2025-01-06T07:00:00,1736147160,99348.18108333334,68.41108333333977,99279.77,True,0.0,1.0,0.3099999999976717,0.002002851987377166,31.69999999999709,76.56999999999243,20.16108333333444,41.674999999995634,7,False,adv,adv,adv,170.02891666666255,192.82108333334327,49.44891666666081,-120.71108333334269,-66.40108333334501,155.9489166666608
reclaim,2025-01-06T08:15:00,1736151660,99409.25138888888,46.261388888873626,99362.99,True,0.0,1.0,10.819999999992433,0.08453030658134045,13.919999999998254,29.339999999996508,20.16138888888869,43.205000000001746,8,False,fav,fav,adv,55.84861111112696,448.52138888888294,-107.57138888888585,-136.84138888887537,-368.27138888888294,-274.8413888888754
reclaim,2025-01-06T10:05:00,1736158260,98904.500781893,147.7807818930014,98756.72,True,0.0,1.0,14.880000000004657,0.13338711846178672,111.69000000000233,127.74000000000524,20.160781893004145,44.71499999999651,10,False,fav,adv,adv,94.92921810699045,261.3307818930043,-36.90078189299675,-50.62078189299791,-99.35078189300839,-10.580781893004314
reclaim,2025-01-06T12:45:00,1736170080,99348.10093117409,478.77093117409095,98869.33,False,0.0,38.0,454.58000000000175,3.186792386694255,57.729999999995925,71.20000000001164,20.160931174089598,47.67000000000553,13,False,adv,adv,adv,238.31906882590556,676.2809311740857,-66.45093117409851,-136.9909311740921,151.20906882590498,-288.11093117408745
reclaim,2025-01-06T14:05:00,1736174460,99363.3206451613,691.5006451612862,98671.82,False,0.0,31.0,584.679999999993,3.510913809002965,280.7600000000093,282.4499999999971,20.160645161289864,48.73500000000058,14,True,fav,fav,fav,2578.9593548387056,20.16064516128972,375.6793548387068,1621.4393548387015,1707.0493548387021,2513.1093548387
reclaim,2025-01-06T15:55:00,1736179320,102192.84056306306,195.65056306305632,101997.19,True,1.0,1.0,95.83000000000175,0.19609969714332917,64.90999999998894,197.8399999999965,20.16056306306331,51.020000000004075,16,False,fav,fav,adv,285.8094369369355,455.88056306305225,17.229436936948332,104.12943693694251,225.83943693693436,-156.73056306305807
reclaim,2025-01-06T17:00:00,1736183340,102014.40090614888,179.25090614888177,101835.15,False,0.0,4.0,115.08000000000175,0.42771015570039544,101.22000000000116,133.3399999999965,20.160906148867742,53.49000000000524,17,False,adv,adv,adv,86.7190938511194,732.6109061488823,-8.960906148873619,-12.280906148880604,-315.1409061488812,-157.7809061488806
reclaim,2025-01-06T18:45:00,1736189520,101908.1511888112,223.0911888112023,101685.06,False,0.0,2.0,39.2100000000064,0.1727405179006073,175.0899999999965,192.20999999999185,20.161188811189138,56.68500000000495,18,False,adv,adv,adv,156.71881118879537,253.07118881119823,-28.04118881119939,-135.16118881119473,20.388811188793625,-62.661188811194734
